Character Name,Dialogue,lines
Ron Weasley,Leg-Locker Curse?,Ron Weasley: Leg-Locker Curse?
Harry Potter,Malfoy.,Harry Potter: Malfoy.
Neville Longbottom,How? I can barely stand at all!,Neville Longbottom: How? I can barely stand at all!
Seamus Finnigan,I'll do the counter-curse!,Seamus Finnigan: I'll do the counter-curse!
Harry Potter,I found him!,Harry Potter: I found him!
Ron Weasley,Dumbledore is particularly famous for his defeat of the Dark Wizard Grindelwald in 1945,Ron Weasley: Dumbledore is particularly famous for his defeat of the Dark Wizard Grindelwald in 1945
Harry Potter,Go on.,Harry Potter: Go on.
Harry Potter,I knew the name sounded familiar. I read it on the train that day.,Harry Potter: I knew the name sounded familiar. I read it on the train that day.
Hermione Granger,Follow me!,Hermione Granger: Follow me!
Hermione Granger,I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading.,Hermione Granger: I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading.
Ron Weasley,This is light?,Ron Weasley: This is light?
Hermione Granger,"""Of course! Here it is!  """"Nicholas Flamel is the only known maker of the Philosopher's Stone!""""""","Hermione Granger: ""Of course! Here it is!  """"Nicholas Flamel is the only known maker of the Philosopher's Stone!"""""""
Ron Weasley,The what?,Ron Weasley: The what?
Harry Potter,The what?,Harry Potter: The what?
Ron Weasley,Immortal?,Ron Weasley: Immortal?
Hermione Granger,It means you'll never die.,Hermione Granger: It means you'll never die.
Ron Weasley,I know what it means!,Ron Weasley: I know what it means!
Harry Potter,Shh!,Harry Potter: Shh!
Harry Potter,Hagrid!,Harry Potter: Hagrid!
Harry Potter,We know about the Philosopher's Stone!,Harry Potter: We know about the Philosopher's Stone!
Hermione Granger,We know about the Philosopher's Stone!,Hermione Granger: We know about the Philosopher's Stone!
Ron Weasley,We know about the Philosopher's Stone!,Ron Weasley: We know about the Philosopher's Stone!
Rubeus Hagrid,Oh.,Rubeus Hagrid: Oh.
Harry Potter,We think Snape's trying to steal it.,Harry Potter: We think Snape's trying to steal it.
Rubeus Hagrid,Snape is one of the teachers protecting the Stone! He's not about to steal it!,Rubeus Hagrid: Snape is one of the teachers protecting the Stone! He's not about to steal it!
Harry Potter,What?,Harry Potter: What?
Harry Potter,Wait a minute.  One of the teachers?,Harry Potter: Wait a minute.  One of the teachers?
Rubeus Hagrid,That? It's a ... its um...,Rubeus Hagrid: That? It's a ... its um...
Hermione Granger,Is that...a dragon?,Hermione Granger: Is that...a dragon?
Ron Weasley,That's not just a dragon. That's a Norwegian Ridgeback! My brother Charlie works with these in Romania.,Ron Weasley: That's not just a dragon. That's a Norwegian Ridgeback! My brother Charlie works with these in Romania.
Harry Potter,Norbert?,Harry Potter: Norbert?
Harry Potter,Malfoy.,Harry Potter: Malfoy.
Harry Potter,Hagrid always wanted a dragon. He told me so the first time I met him.,Harry Potter: Hagrid always wanted a dragon. He told me so the first time I met him.
Harry Potter,I don't understand. Is that bad?,Harry Potter: I don't understand. Is that bad?
Ron Weasley,It's bad.,Ron Weasley: It's bad.
Minerva McGonagall,Good evening.,Minerva McGonagall: Good evening.
Harry Potter,50?!,Harry Potter: 50?!
Rubeus Hagrid,Norbert's gone. Dumbledore sent him off to Romania to live in a colony.,Rubeus Hagrid: Norbert's gone. Dumbledore sent him off to Romania to live in a colony.
Draco Malfoy,The forest? I thought that was a joke! We can't go in there. Students aren't allowed. And there are......werewolves!,Draco Malfoy: The forest? I thought that was a joke! We can't go in there. Students aren't allowed. And there are......werewolves!
Rubeus Hagrid,Right. Let's go.,Rubeus Hagrid: Right. Let's go.
Ron Weasley,Okay.,Ron Weasley: Okay.
Draco Malfoy,Okay. Then I get Fang!,Draco Malfoy: Okay. Then I get Fang!
Draco Malfoy,You wait till my father hears about this. This is servant's stuff.,Draco Malfoy: You wait till my father hears about this. This is servant's stuff.
Draco Malfoy,HELP!!!!!,Draco Malfoy: HELP!!!!!
Harry Potter,But what was that thing you saved me from?,Harry Potter: But what was that thing you saved me from?
Harry Potter,But who would choose such a life?,Harry Potter: But who would choose such a life?
Firenze,Can you think of no one?,Firenze: Can you think of no one?
Harry Potter,Do you mean to say...that that thing that killed the unicorn...that was drinking its blood...that was Voldemort?,Harry Potter: Do you mean to say...that that thing that killed the unicorn...that was drinking its blood...that was Voldemort?
Firenze,Do you know what is hidden in the school at this very moment?,Firenze: Do you know what is hidden in the school at this very moment?
Harry Potter,The Philosopher's Stone.,Harry Potter: The Philosopher's Stone.
Hermione Granger,Harry!,Hermione Granger: Harry!
Ron Weasley,And to think I've been worrying about my Potions final.,Ron Weasley: And to think I've been worrying about my Potions final.
Harry Potter,My scar. It keeps burning.,Harry Potter: My scar. It keeps burning.
Hermione Granger,It's happened before.,Hermione Granger: It's happened before.
Harry Potter,Not like this.,Harry Potter: Not like this.
Ron Weasley,Perhaps you should see the nurse.,Ron Weasley: Perhaps you should see the nurse.
Harry Potter,I think it's a warning. It means dangers coming. Uhh!  Oh. Of course!,Harry Potter: I think it's a warning. It means dangers coming. Uhh!  Oh. Of course!
Hermione Granger,What is it?,Hermione Granger: What is it?
Rubeus Hagrid,I don't know. I never saw his face. He kept his hood up.,Rubeus Hagrid: I don't know. I never saw his face. He kept his hood up.
Harry Potter,And did he seem interested in Fluffy?,Harry Potter: And did he seem interested in Fluffy?
Rubeus Hagrid,I shouldn't have told you that. Where you going?! Wait!,Rubeus Hagrid: I shouldn't have told you that. Where you going?! Wait!
Minerva McGonagall,I'm afraid Professor Dumbledore is not here. He received an urgent owl from the Ministry of Magic and left immediately for London.,Minerva McGonagall: I'm afraid Professor Dumbledore is not here. He received an urgent owl from the Ministry of Magic and left immediately for London.
Harry Potter,He's gone?! Now? But this is important! It's about...the Philosopher's Stone.,Harry Potter: He's gone?! Now? But this is important! It's about...the Philosopher's Stone.
Minerva McGonagall,How do you know ?,Minerva McGonagall: How do you know ?
Harry Potter,Someone's going to try and steal it.,Harry Potter: Someone's going to try and steal it.
Hermione Granger,And with Dumbledore gone,Hermione Granger: And with Dumbledore gone
Hermione Granger,Uh...we were just...,Hermione Granger: Uh...we were just...
Severus Snape,You want to be careful. People will think you're  up to something.,Severus Snape: You want to be careful. People will think you're  up to something.
Hermione Granger,Now what do we do?,Hermione Granger: Now what do we do?
Harry Potter,We go down the trapdoor. Tonight.,Harry Potter: We go down the trapdoor. Tonight.
Harry Potter,Trevor.,Harry Potter: Trevor.
Neville Longbottom,No! I won't let you!  You'll get Gryffindor in trouble again! I-I'll fight you.,Neville Longbottom: No! I won't let you!  You'll get Gryffindor in trouble again! I-I'll fight you.
Harry Potter,Let's go.  Sorry.,Harry Potter: Let's go.  Sorry.
Hermione Granger,Sorry.,Hermione Granger: Sorry.
Hermione Granger,Ow! You stood on my foot!,Hermione Granger: Ow! You stood on my foot!
Ron Weasley,Sorry.,Ron Weasley: Sorry.
Hermione Granger,Alohomora.,Hermione Granger: Alohomora.
Ron Weasley,Wait a minute...he's.... Sleeping.,Ron Weasley: Wait a minute...he's.... Sleeping.
Harry Potter,Snape's already been here. He's put a spell on the harp.,Harry Potter: Snape's already been here. He's put a spell on the harp.
Ron Weasley,Uh. It's got horrible breath!,Ron Weasley: Uh. It's got horrible breath!
Harry Potter,We have to move its paw.,Harry Potter: We have to move its paw.
Ron Weasley,What?!,Ron Weasley: What?!
Hermione Granger,The harp. It stopped playing.,Hermione Granger: The harp. It stopped playing.
Ron Weasley,Ew! Yuck! Ugh.,Ron Weasley: Ew! Yuck! Ugh.
Harry Potter,Jump! Go!,Harry Potter: Jump! Go!
Harry Potter,Whoa!  Oh. Ahh!,Harry Potter: Whoa!  Oh. Ahh!
Ron Weasley,Hermione!!,Ron Weasley: Hermione!!
Harry Potter,Hermione!!,Harry Potter: Hermione!!
Ron Weasley,Now what are we gonna do?!,Ron Weasley: Now what are we gonna do?!
Hermione Granger,Just relax!,Hermione Granger: Just relax!
Harry Potter,Hermione! Where are you?!,Harry Potter: Hermione! Where are you?!
Hermione Granger,Do what I say. Trust me.,Hermione Granger: Do what I say. Trust me.
Ron Weasley,Ahh! Harry!,Ron Weasley: Ahh! Harry!
Ron Weasley,Harry!,Ron Weasley: Harry!
Hermione Granger,Are you okay?,Hermione Granger: Are you okay?
Ron Weasley,Help!,Ron Weasley: Help!
Harry Potter,Apparently not.,Harry Potter: Apparently not.
Ron Weasley,Help! Help me!,Ron Weasley: Help! Help me!
Hermione Granger,We've got to do something!,Hermione Granger: We've got to do something!
Harry Potter,What?,Harry Potter: What?
Hermione Granger,Uh! I remember reading something in Herbology.,Hermione Granger: Uh! I remember reading something in Herbology.
Ron Weasley,Help!,Ron Weasley: Help!
Ron Weasley,Ahhh!,Ron Weasley: Ahhh!
Ron Weasley,Yeah.,Ron Weasley: Yeah.
Harry Potter,Okay.,Harry Potter: Okay.
Ron Weasley,Whew. Lucky we didn't panic!,Ron Weasley: Whew. Lucky we didn't panic!
Harry Potter,Lucky Hermione pays attention in Herbology.,Harry Potter: Lucky Hermione pays attention in Herbology.
Hermione Granger,What is that?,Hermione Granger: What is that?
Harry Potter,I don't know. Sounds like wings.,Harry Potter: I don't know. Sounds like wings.
Hermione Granger,Curious. I've never seen birds like these.,Hermione Granger: Curious. I've never seen birds like these.
Hermione Granger,What's this all about?,Hermione Granger: What's this all about?
Harry Potter,I don't know. Strange.,Harry Potter: I don't know. Strange.
Hermione Granger,Ugh! What're we going to do? There must be 1000 keys up there!,Hermione Granger: Ugh! What're we going to do? There must be 1000 keys up there!
Ron Weasley,We're looking for a big old fashioned one. Probably rusty like the handle.,Ron Weasley: We're looking for a big old fashioned one. Probably rusty like the handle.
Harry Potter,There! I see it!  The one with the broken wing!,Harry Potter: There! I see it!  The one with the broken wing!
Harry Potter,It's too simple.,Harry Potter: It's too simple.
Ron Weasley,This complicates things a bit!,Ron Weasley: This complicates things a bit!
Harry Potter,Catch the key!,Harry Potter: Catch the key!
Ron Weasley,Hurry up!,Ron Weasley: Hurry up!
Hermione Granger,I don't like this. I don't like this at all.,Hermione Granger: I don't like this. I don't like this at all.
Harry Potter,Where are we? A graveyard.,Harry Potter: Where are we? A graveyard.
Ron Weasley,This is no graveyard.  It's a chessboard.,Ron Weasley: This is no graveyard.  It's a chessboard.
Harry Potter,There's the door.,Harry Potter: There's the door.
Hermione Granger,Now what do we do?,Hermione Granger: Now what do we do?
Hermione Granger,What happens now?,Hermione Granger: What happens now?
Harry Potter,Wait a minute.,Harry Potter: Wait a minute.
Hermione Granger,What is it?,Hermione Granger: What is it?
Harry Potter,He's going to sacrifice himself!,Harry Potter: He's going to sacrifice himself!
Ron Weasley,Check.,Ron Weasley: Check.
Ron Weasley,Ahhhh!,Ron Weasley: Ahhhh!
Harry Potter,Not as good as you.,Harry Potter: Not as good as you.
Harry Potter,Snape was trying to save me?,Harry Potter: Snape was trying to save me?
Quirinus Quirrell,I knew you were a danger to me right from the off. Especially after Halloween.,Quirinus Quirrell: I knew you were a danger to me right from the off. Especially after Halloween.
Harry Potter,Then-then you let the troll in.,Harry Potter: Then-then you let the troll in.
Voldemort,Use the boy.,Voldemort: Use the boy.
Harry Potter,I-I'm shaking hands with Dumbledore. I've won the House Cup.,Harry Potter: I-I'm shaking hands with Dumbledore. I've won the House Cup.
Voldemort,He lies.,Voldemort: He lies.
Quirinus Quirrell,Tell the truth! What do you see?!,Quirinus Quirrell: Tell the truth! What do you see?!
Voldemort,Let me speak to him.,Voldemort: Let me speak to him.
Voldemort,I have strength enough for this.,Voldemort: I have strength enough for this.
Harry Potter,Voldemort.,Harry Potter: Voldemort.
Voldemort,Stop him.  Don't be a fool! Why suffer a horrific death when you can join me and live?!,Voldemort: Stop him.  Don't be a fool! Why suffer a horrific death when you can join me and live?!
Harry Potter,Never!,Harry Potter: Never!
Harry Potter,You liar!,Harry Potter: You liar!
Voldemort,Kill him!,Voldemort: Kill him!
Quirinus Quirrell,Ahh! Ahh!  What is this magic?,Quirinus Quirrell: Ahh! Ahh!  What is this magic?
Voldemort,Fool! Get the stone!,Voldemort: Fool! Get the stone!
Harry Potter,Admirers?,Harry Potter: Admirers?
Harry Potter,Ron was here? Is he all right? What about Hermione?,Harry Potter: Ron was here? Is he all right? What about Hermione?
Albus Dumbledore,Fine. They're both just fine.,Albus Dumbledore: Fine. They're both just fine.
Harry Potter,What is it?,Harry Potter: What is it?
Ron Weasley,All right? You?,Ron Weasley: All right? You?
Harry Potter,All right. Hermione?,Harry Potter: All right. Hermione?
Hermione Granger,Never better.,Hermione Granger: Never better.
Hermione Granger,We're tied with Slytherin!,Hermione Granger: We're tied with Slytherin!
Rubeus Hagrid,Yes!,Rubeus Hagrid: Yes!
Seamus Finnigan,Neville!,Seamus Finnigan: Neville!
Lee Jordan,Yeah! We won!!,Lee Jordan: Yeah! We won!!
Harry Potter,One minute.,Harry Potter: One minute.
Harry Potter,I'm not going home. Not really.,Harry Potter: I'm not going home. Not really.
Vernon Dursley,Harry Potter!,Vernon Dursley: Harry Potter!
Harry Potter,Now you've done it.,Harry Potter: Now you've done it.
Petunia Dursley,He's in there. Vernon,Petunia Dursley: He's in there. Vernon
Harry Potter,But she's bored! If I could only let outonly let out for an hour or two.,Harry Potter: But she's bored! If I could only let outonly let out for an hour or two.
Harry Potter,But I haven't had any messages from any of my friends not one all summer.,Harry Potter: But I haven't had any messages from any of my friends not one all summer.
Dudley Dursley,Who'd want to be friends with you?,Dudley Dursley: Who'd want to be friends with you?
Dudley Dursley,I'll be waiting to open the door!,Dudley Dursley: I'll be waiting to open the door!
Vernon Dursley,Excellent! And you?,Vernon Dursley: Excellent! And you?
Vernon Dursley,Mr. and Mrs. Mason! Do come in!,Vernon Dursley: Mr. and Mrs. Mason! Do come in!
Harry Potter,Who are you?,Harry Potter: Who are you?
Harry Potter,Why don't you sit down?,Harry Potter: Why don't you sit down?
Harry Potter,You can't have met many decent wizards then.,Harry Potter: You can't have met many decent wizards then.
Dobby,Bad Dobby!,Dobby: Bad Dobby!
Dobby,Baaad Dobby!,Dobby: Baaad Dobby!
Dobby,Bad Dobby. Bad Dobby!,Dobby: Bad Dobby. Bad Dobby!
Harry Potter,Your family?,Harry Potter: Your family?
Harry Potter,What terrible things? Who's plotting them?,Harry Potter: What terrible things? Who's plotting them?
Dobby,Ooo er can't say argh...,Dobby: Ooo er can't say argh...
Harry Potter,Okâ I- understand. You can't- say.,Harry Potter: Okâ I- understand. You can't- say.
Dobby,Bad Dobby.,Dobby: Bad Dobby.
Vernon Dursley,So when they arrive at the ninth hole,Vernon Dursley: So when they arrive at the ninth hole
Harry Potter,Give me the lamp! Dobby stop!,Harry Potter: Give me the lamp! Dobby stop!
Dobby,Let me go!,Dobby: Let me go!
Vernon Dursley,What the devil are you doing up here?,Vernon Dursley: What the devil are you doing up here?
Harry Potter,I- I was just-,Harry Potter: I- I was just-
